Date,Company,Category,Victim website,Victim country,Group,Ransom demand,Exfiltrated data amount,Exfiltrated data type:,Leaked data:,Ransom deadline:
01-02-2023,VISION TECHNOLOGIES,IT/Technology,visiontechnologies.com,USA,BlackCat,N/A,994 GB,N/A,All the data exfiltrated,N/A
01-02-2023,SOCIETA ITALIANA BREVETTI SPA,Law Services,sib.it,Italy,Vice Society,N/A,N/A,Miscellaneous,/,N/A
01-02-2023,TECHINSIGHTS,Semiconductor Manufacturing,semiconductor.com,Canada,Vice Society,N/A,N/A,Miscellaneous,/,N/A
01-02-2023,TK ELEVATOR,Industrial Machinery Manufacturing,tkelevator.com,Germany,Royal,N/A,N/A,N/A,/,N/A
02-02-2023,SOTO CONSULTING ENGINEERS,Mechanical Or Industrial Engineering,soto.com.au,Australia,BlackCat,N/A,356 GB,Miscellaneous documents,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, Financial",Expired
02-02-2023,PHARMAGESTAO,Facilities Services,pharmagestao.com.br,Brasil,LockBit3.0,N/A,N/A,N/A,/,21st Feb 2023
02-02-2023,GUILDFORD COUNTY SCHOOL,School,guildfordcounty.co.uk,United Kingdom,Vice Society,N/A,N/A,Miscellaneous documents,/,N/A
02-02-2023,CASA LEY,Retail Groceries,casaley.com.mx,Mexico,Royal,N/A,N/A,N/A,/,N/A
03-02-2023,MCEWAN FRASER Law,Real Estate,mcewanfraserLaw.co.uk,United Kingdom,BlackCat,N/A,323 GB,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, Passports,",Sample with screenshots of PII,N/A
03-02-2023,MESSER CUTTING SYSTEMS,Machinery Manufacturing,us.messer-cutting.com,USA,Royal,N/A,600 GB,"Personal data, HR, finance, projects, mailboxes",20% of the total amount,14-Feb-23
03-02-2023,GUARDIAN ANALYTICS,fraud prevention solutions,guardiananalytics.com,USA,LockBit3.0,N/A,"11,5 GB",Miscellaneous documents,Sample with miscellaneous documents,18th Feb 2023
03-02-2023,SEEL,Oil and Gas,seelllc.com,USA,LockBit3.0,N/A,230 GB,Miscellaneous documents,Sample with miscellaneous documents,21st Feb 23
03-02-2023,BIOSONICS,Environmental Services,biosonicsinc.com,USA,LockBit3.0,N/A,228 GB,Miscellaneous documents,Sample with miscellaneous documents,19th Feb 23
03-02-2023,KOSTICA,Construction,kostika.co.il,Israel,LockBit3.0,N/A,250 GB,N/A,/,20th Feb 23
03-02-2023,AVANTE TEXTIL,Textile Manufacturing,avantetextil.com.mx,Mexico,LockBit3.0,N/A,350 GB,Miscellaneous documents,Sample with miscellaneous documents,23rd Feb 23
03-02-2023,PITT MEADOWS SCHOOL DISTRICT 42,School district,sd42.ca,Canada,N/A,N/A,"18,850 records",Students? information,"Email addresses, passwords, usernames",N/A
03-02-2023,NEIGHBORHOOD Law SERVICES MICHIGAN,Non-profit Organizations,nlsmichigan.org,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,19th Feb 23
03-02-2023,???? COMPUTER S.A,IT/Technology,byte.gr,Greece,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,23rd Feb 23
03-02-2023,FABRICATED PIPE,Oil and Gas,fabricatedpipe.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,21st Feb 23
03-02-2023,SCANDIA FOOD,Food and Beverage Services,scandia.ro,Romania,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,23rd Feb 23
03-02-2023,SAKR GROUP,Food and Beverage Services,sakrgroup.net,Egypt,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,19th Feb 23
03-02-2023,CRYSTAL CREAMERY,Dairy Product Manufacturing,crystalcreamery.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII,24th Feb 23
03-02-2023,PLASMAJET,Medical Device,plasmasurgical.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23
03-02-2023,TONOLI GROUP,Logistics,tonoli.com,Italy,LockBit3.0,N/A,N/A,N/A,/,14th Feb 23
03-02-2023,BETH RIVKAH,School,bethrivkah.edu,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23
03-02-2023,ION,financial software,Iongroup.com,Luxembourg,LockBit3.0,N/A,N/A,N/A,/,4th Feb 23
04-02-2023,TRUTH FINDER,Search engine,truthfinder.com,USA,N/A,N/A,"8,159,573 accounts? record",Users? data,"Email addresses, Names, Passwords, Phone numbers",Data already leaked
04-02-2023,INNOVATION COLLABORATION SYNERGY,IT Services and IT Consulting,ics-nett.com,USA,Royal,N/A,72 GB,Miscellaneous documents,100% of the exfiltrated data,N/A
04-02-2023,GAME SOURCE ? VIRTUOS GAMES,Computer Games,virtuosgames.com,France,LockBit3.0,N/A,700 GB,Confidential information from,Sample with screenshots of miscellaneous folders,8th Feb 2023
04-02-2023,INSTANT CHECKMATE,Search lookup,instantcheckmate.com,USA,N/A,N/A,"11,943,887 account?s record",Users? data,"Email addresses, Names, Passwords, Phone numbers",All data already leaked
04-02-2023,EAST TEXAS BRICK COMPANY,Building Materials Manufacturing,etbrick.com,USA,LockBit3.0,N/A,19 GB,Miscellaneous documents,Sample with miscellaneous documents,25th Feb 23
04-02-2023,CRISPIN VALVE,Machinery Manufacturing,crispinvalve.com,USA,LockBit3.0,N/A,59 GB,Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
04-02-2023,PREMIER RESEARCH LABS,Wellness and Fitness Services,prlabs.com,USA,LockBit3.0,N/A,"78,5 GB",Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
04-02-2023,WOODWARD COMMUNICATIONS,Advertising Services,wcinet.com,USA,LockBit3.0,N/A,124 GB,Miscellaneous documents,Sample with PII documents,27th Feb 23
04-02-2023,POINT DEDICATED SERVICES,Truck transportation,pointdedicated.com,USA,Play,N/A,N/A,PII documents,"50 GB of private and personal confidential data, a lot of passports, ssn, ID,",07th Feb 23
04-02-2023,HKRI,Real Estate,hkri.com,Hong Kong,LockBit3.0,"$ 600,000",N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23
04-02-2023,MUNICIPALITY OF MEDELLIN,Public Sector,medellin.Public Sector.co,Colombia,LockBit3.0,N/A,N/A,Sensitive miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
04-02-2023,JAMS,School,jams.edu.jo,Jordan,LockBit3.0,N/A,N/A,PII documents,Sample with screenshots of PII documents,27th Feb 23
04-02-2023,BP LAWYERS,Law,bplawyers.co.id,Indonesia,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23
04-02-2023,TELEAPPS,IT Services and IT Consulting,teleapps.com,India,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
04-02-2023,NICKLAUS,Sports,nicklaus.com,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23
04-02-2023,LIMEVPN,Network,limevpn.com,Singapore,N/A,N/A,"23,348 users? account",Users? data,"Email addresses, IP addresses, Names, Passwords, Phone numbers, Physical",21st Feb 23
04-02-2023,URM,Environmental Services,urmgroup.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,10th Feb 23
05-02-2023,TRUTH FINDER,Consumer Services,truthfinder.com,USA,N/A,N/A,"8,159,573 accounts? record",Users? data,"Email addresses, Names, Passwords, Phone numbers",Data already leaked
05-02-2023,INNOVATION COLLABORATION SYNERGY,IT Services and IT Consulting,ics-nett.com,USA,Royal,N/A,72 GB,Miscellaneous documents,100% of the exfiltrated data,N/A
05-02-2023,GAME SOURCE ? VIRTUOS GAMES,Computer Games,virtuosgames.com,France,LockBit3.0,N/A,700 GB,Confidential information from,Sample with screenshots of miscellaneous folders,8th Feb 2023
05-02-2023,INSTANT CHECKMATE,Consumer Services,instantcheckmate.com,USA,N/A,N/A,"11,943,887 account?s record",Users? data,"Email addresses, Names, Passwords, Phone numbers",All data already leaked
05-02-2023,EAST TEXAS BRICK COMPANY,Construction,etbrick.com,USA,LockBit3.0,N/A,19 GB,Miscellaneous documents,Sample with miscellaneous documents,25th Feb 23
05-02-2023,CRISPIN VALVE,Machinery Manufacturing,crispinvalve.com,USA,LockBit3.0,N/A,59 GB,Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
05-02-2023,PREMIER RESEARCH LABS,Wellness and Fitness Services,prlabs.com,USA,LockBit3.0,N/A,"78,5 GB",Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
05-02-2023,WOODWARD COMMUNICATIONS,Advertising Services,wcinet.com,USA,LockBit3.0,N/A,124 GB,Miscellaneous documents,Sample with PII documents,27th Feb 23
05-02-2023,POINT DEDICATED SERVICES,Truck transportation,pointdedicated.com,USA,Play,N/A,N/A,PII documents,"50 GB of private and personal confidential data, a lot of passports, ssn, ID,",07th Feb 23
05-02-2023,HKRI,Real Estate,hkri.com,Hong Kong,LockBit3.0,"$ 600,000",N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23
05-02-2023,MUNICIPALITY OF MEDELLIN,Public Sector,medellin.Public Sector.co,Colombia,LockBit3.0,N/A,N/A,Sensitive miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
05-02-2023,JAMS,School,jams.edu.jo,Jordan,LockBit3.0,N/A,N/A,PII documents,Sample with screenshots of PII documents,27th Feb 23
05-02-2023,BP LAWYERS,Law,bplawyers.co.id,Indonesia,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23
05-02-2023,TELEAPPS,IT Services and IT Consulting,teleapps.com,India,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
05-02-2023,NICKLAUS,Sports,nicklaus.com,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23
05-02-2023,LIMEVPN,Network,limevpn.com,Singapore,N/A,N/A,"23,348 users? account",Users? data,"Email addresses, IP addresses, Names, Passwords, Phone numbers, Physical",21st Feb 23
05-02-2023,URM,Environmental Services,urmgroup.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,10th Feb 23
06-02-2023,TRUTH FINDER,Consumer Services,truthfinder.com,USA,N/A,N/A,"8,159,573 accounts? record",Users? data,"Email addresses, Names, Passwords, Phone numbers",Data already leaked
06-02-2023,INNOVATION COLLABORATION SYNERGY,Consumer Services,ics-nett.com,USA,Royal,N/A,72 GB,Miscellaneous documents,100% of the exfiltrated data,N/A
06-02-2023,GAME SOURCE ? VIRTUOS GAMES,Computer Games,virtuosgames.com,France,LockBit3.0,N/A,700 GB,Confidential information from,Sample with screenshots of miscellaneous folders,8th Feb 2023
06-02-2023,INSTANT CHECKMATE,Consumer Services,instantcheckmate.com,USA,N/A,N/A,"11,943,887 account?s record",Users? data,"Email addresses, Names, Passwords, Phone numbers",All data already leaked
06-02-2023,EAST TEXAS BRICK COMPANY,Construction,etbrick.com,USA,LockBit3.0,N/A,19 GB,Miscellaneous documents,Sample with miscellaneous documents,25th Feb 23
06-02-2023,CRISPIN VALVE,Machinery Manufacturing,crispinvalve.com,USA,LockBit3.0,N/A,59 GB,Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
06-02-2023,PREMIER RESEARCH LABS,Wellness and Fitness Services,prlabs.com,USA,LockBit3.0,N/A,"78,5 GB",Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
06-02-2023,WOODWARD COMMUNICATIONS,Advertising Services,wcinet.com,USA,LockBit3.0,N/A,124 GB,Miscellaneous documents,Sample with PII documents,27th Feb 23
06-02-2023,POINT DEDICATED SERVICES,Truck transportation,pointdedicated.com,USA,Play,N/A,N/A,PII documents,"50 GB of private and personal confidential data, a lot of passports, ssn, ID,",07th Feb 23
06-02-2023,HKRI,Real Estate,hkri.com,Hong Kong,LockBit3.0,"$ 600,000",N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23
06-02-2023,MUNICIPALITY OF MEDELLIN,Public Sector,medellin.Public Sector.co,Colombia,LockBit3.0,N/A,N/A,Sensitive miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
06-02-2023,JAMS,School,jams.edu.jo,Jordan,LockBit3.0,N/A,N/A,PII documents,Sample with screenshots of PII documents,27th Feb 23
06-02-2023,BP LAWYERS,Law,bplawyers.co.id,Indonesia,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23
06-02-2023,TELEAPPS,IT Services and IT Consulting,teleapps.com,India,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
06-02-2023,NICKLAUS,Sports,nicklaus.com,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23
06-02-2023,LIMEVPN,Network,limevpn.com,Singapore,N/A,N/A,"23,348 users? account",Users? data,"Email addresses, IP addresses, Names, Passwords, Phone numbers, Physical",21st Feb 23
06-02-2023,URM,Environmental Services,urmgroup.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,10th Feb 23
07-02-2023,TRUTH FINDER,Consumer Services,truthfinder.com,USA,N/A,N/A,"8,159,573 accounts? record",Users? data,"Email addresses, Names, Passwords, Phone numbers",Data already leaked
07-02-2023,INNOVATION COLLABORATION SYNERGY,IT Services and IT Consulting,ics-nett.com,USA,Royal,N/A,72 GB,Miscellaneous documents,100% of the exfiltrated data,N/A
07-02-2023,GAME SOURCE ? VIRTUOS GAMES,Computer Games,virtuosgames.com,France,LockBit3.0,N/A,700 GB,Confidential information from,Sample with screenshots of miscellaneous folders,8th Feb 2023
07-02-2023,INSTANT CHECKMATE,Consumer Services,instantcheckmate.com,USA,N/A,N/A,"11,943,887 account?s record",Users? data,"Email addresses, Names, Passwords, Phone numbers",All data already leaked
07-02-2023,EAST TEXAS BRICK COMPANY,Construction,etbrick.com,USA,LockBit3.0,N/A,19 GB,Miscellaneous documents,Sample with miscellaneous documents,25th Feb 23
07-02-2023,CRISPIN VALVE,Machinery Manufacturing,crispinvalve.com,USA,LockBit3.0,N/A,59 GB,Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
07-02-2023,PREMIER RESEARCH LABS,Wellness and Fitness Services,prlabs.com,USA,LockBit3.0,N/A,"78,5 GB",Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
07-02-2023,WOODWARD COMMUNICATIONS,Advertising Services,wcinet.com,USA,LockBit3.0,N/A,124 GB,Miscellaneous documents,Sample with PII documents,27th Feb 23
07-02-2023,POINT DEDICATED SERVICES,Truck transportation,pointdedicated.com,USA,Play,N/A,N/A,PII documents,"50 GB of private and personal confidential data, a lot of passports, ssn, ID,",07th Feb 23
07-02-2023,HKRI,Real Estate,hkri.com,Hong Kong,LockBit3.0,"$ 600,000",N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23
07-02-2023,MUNICIPALITY OF MEDELLIN,Public Sector,medellin.Public Sector.co,Colombia,LockBit3.0,N/A,N/A,Sensitive miscellaneous documents,Sample with miscellaneous documents,27th Feb 23
07-02-2023,JAMS,School,jams.edu.jo,Jordan,LockBit3.0,N/A,N/A,PII documents,Sample with screenshots of PII documents,27th Feb 23
07-02-2023,BP LAWYERS,Law,bplawyers.co.id,Indonesia,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23
07-02-2023,TELEAPPS,IT Services and IT Consulting,teleapps.com,India,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
07-02-2023,NICKLAUS,Sports,nicklaus.com,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23
07-02-2023,LIMEVPN,Network,limevpn.com,Singapore,N/A,N/A,"23,348 users? account",Users? data,"Email addresses, IP addresses, Names, Passwords, Phone numbers, Physical",21st Feb 23
07-02-2023,URM,Environmental Services,urmgroup.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,10th Feb 23
08-02-2023,CANTINA TOLLO,Food and Beverage,cantinatollo.it,Italy,LockBit3.0,"$ 249,000",N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,15th Feb 23
08-02-2023,DUBAI GOLD & COMMODITIES EXCHANGE,Finance,dgcx.ae,United Arab Emirates,RansomHouse,N/A,100 GB,Miscellaneous documents,Sample with miscellaneous documents,N/A
09-02-2023,TRENDSETTER ENGINEERING,Oil and Gas,trendsetterengineering.com,USA,Royal,N/A,1 TB,"Personal data, HR, Finance, Projects etc. CEO?s and Top Management Mailboxes.",All exfiltrated data,N/A
09-02-2023,FINAPORT,Finance,finaport.com,Switzerland,BlackCat,N/A,"1,2 TB",Miscellaneous documents,All exfiltrated data,N/A
09-02-2023,EL-MOHANDES,Oil and Gas,el-mohandes.com,Egypt,BlackCat,N/A,1 TB,Miscellaneous documents including PII data,Sample with screenshots of PII documents,N/A
09-02-2023,MENKEN ORLANDO,Food,menkenorlando.nl,Netherlands,BlackCat,N/A,"1,8 TB","Financial and corporate documents, customer data; Clients? documentation",Sample with screenshots of PII documents,N/A
09-02-2023,PENN POWER GROUP,Oil and Gas,pennpowergroup.com,USA,BlackByte,"$ 350,000",N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,N/A
09-02-2023," KERBER, ECK & BRAECKEL LLP",Accounting,kebcpa.com,USA,BlackCat,N/A,309 GB,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, SSN?s,",/,N/A
09-02-2023,MOUNT SAINT MARY COLLEGE,College,msmc.edu,USA,Vice Society,N/A,N/A,Miscellaneous documents including PII data,All exfiltrated data,N/A
09-02-2023,TRANSPORTS FEUILLET SA,Transportation,transports-feuillet.fr,France,LockBit3.0,"$ 249,999",N/A,Contracts with clients. Agreements with partners. All financial information.,Sample with miscellaneous documents,18th Feb 23
09-02-2023,FIVE GUYS ENTERPRISES,Food and Beverage,fiveguys.com,USA,BlackCat,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII documents,N/A
09-02-2023,ACS,engineering,acscm.com,USA,Play,N/A,N/A,Miscellaneous confidential and financial documents,/,12th Feb 23
09-02-2023,CAVE BEBLENHEIM,IT,cave-beblenheim.com,France,Play,N/A,N/A,"Private and personal confidential data, agreements, employee and client",/,12th Feb 2023
09-02-2023,A10,Cybersecurity,a10networks.com,USA,Play,N/A,N/A,"Private and personal confidential data, a lot of technical documentation,",/,12th Feb 23
09-02-2023,JREYNOLDS,Roofing and waterproofing,jreynolds.com,USA,BlackCat,N/A,N/A,N/A,/,N/A
10-02-2023,PHIHONG TECHNOLOGY,Manufacturing,phihong.com.tw,Taiwan,LockBit3.0,"$ 499,999",N/A,Contracts and agreements with customers. Sales data. Project documentation of,All exfiltrated data,19th Feb 23
10-02-2023,WEEE,Software Development,sayweee.com,USA,N/A,N/A,"1,117,405 users? record",Miscellaneous users? data,"Delivery instructions, Email addresses, Names, Phone numbers, Purchases",N/A
10-02-2023,THE ARC OF ESSEX COUNTY,Individual and Family Services,arcessex.org,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII documents,26th Feb 23
11-02-2023,CORK INSTITUTE OF TECHNOLOGY & MUNSTER TECHNOLOGICAL UNIVERSITY,College,cit.ie&mtu.ie,Ireland,BlackCat,N/A,"6,08 GB","PII Data, Confidential Data, Financial Data, Students personal & medical data,",All exfiltrated data,N/A
11-02-2023,OLSEN LAW GROUP,Law,olsenlawgroup.com,USA,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23
11-02-2023,COVER ME INSURANCE AGENCY,Insurance,covermeinsurance.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23
11-02-2023,MULLIN,Law,mrkpc.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23
11-02-2023,WILSONART,Non-profits & NGOs,wilsonart.co.th,Thailand,LockBit3.0,N/A,N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,27th Feb 23
11-02-2023,LHERMITE AGRI,Business,lhermite-agri.com,France,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23
11-02-2023,M.H.S TECHNOLOGIES,IT,mhstech.com,Israel,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23
11-02-2023,PHOENIX PROPERTY INVESTORS,Real Estate,ppinvestors.com,USA,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
12-02-2023,CORK INSTITUTE OF TECHNOLOGY & MUNSTER TECHNOLOGICAL UNIVERSITY,College,cit.ie&mtu.ie,Ireland,BlackCat,N/A,"6,08 GB","PII Data, Confidential Data, Financial Data, Students personal & medical data,",All exfiltrated data,N/A
12-02-2023,OLSEN LAW GROUP,Law,olsenlawgroup.com,USA,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23
12-02-2023,COVER ME INSURANCE AGENCY,Insurance,covermeinsurance.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23
12-02-2023,MULLIN,Law,mrkpc.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23
12-02-2023,WILSONART,Non-profits & NGOs,wilsonart.co.th,Thailand,LockBit3.0,N/A,N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,27th Feb 23
12-02-2023,LHERMITE AGRI,Business,lhermite-agri.com,France,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23
12-02-2023,M.H.S TECHNOLOGIES,IT,mhstech.com,Israel,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23
12-02-2023,PHOENIX PROPERTY INVESTORS,Real Estate,ppinvestors.com,USA,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
13-02-2023,CORK INSTITUTE OF TECHNOLOGY & MUNSTER TECHNOLOGICAL UNIVERSITY,College,cit.ie&mtu.ie,Ireland,BlackCat,N/A,"6,08 GB","PII Data, Confidential Data, Financial Data, Students personal & medical data,",All exfiltrated data,N/A
13-02-2023,OLSEN LAW GROUP,Law,olsenlawgroup.com,USA,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23
13-02-2023,COVER ME INSURANCE AGENCY,Insurance,covermeinsurance.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23
13-02-2023,MULLIN,Law,mrkpc.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23
13-02-2023,WILSONART,Non-profits & NGOs,wilsonart.co.th,Thailand,LockBit3.0,N/A,N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,27th Feb 23
13-02-2023,LHERMITE AGRI,Business,lhermite-agri.com,France,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23
13-02-2023,M.H.S TECHNOLOGIES,IT,mhstech.com,Israel,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23
13-02-2023,PHOENIX PROPERTY INVESTORS,Real Estate,ppinvestors.com,USA,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
14-02-2023,BANK OF AFRICA,Bank,bank-of-africa.net,Morocco,Medusa,"$ 10,000,000",N/A,Miscellaneous including financial and confidential documents,Sample with screenshots of miscellaneous financial and confidential documents,20th Feb 23
14-02-2023,CNPR CASSA RAGIONIERI,Accounting,cassaragionieri.it,Italy,LockBit3.0,"$ 399,000",N/A,"miscellaneous PII, financial, confidential documents","Sample with screenshots of Miscellaneous PII, financial, confidential",23rd Feb 23
14-02-2023,EUREKA CASINO RESORT,Gambling Facilities and Casinos,eurekamesquite.com,USA,Medusa,"$ 2,000,000",N/A,Miscellaneous financial and PII documents,Sample with screenshots of miscellaneous financial and PII documents,16th Feb 23
14-02-2023,TONGA COMMUNICATIONS,Telecommunications,Tcc.to,Tonga,Medusa,"$ 2,000,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous confidential documents,25th Feb 23
14-02-2023,HIDALGO COUNTY COMMUNITY SUPERVISION AND CORRECTIONS DEPARTMENT,Public Sector,hidalgocounty.us,USA,LockBit3.0,N/A,134 GB,Miscellaneous documents,Sample with screenshots of miscellaneous documents,06th Mar 23
14-02-2023,BANCO SOL,bank,bancosol.ao,Angola,BlackCat,N/A,N/A,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, Passports,",/,N/A
14-02-2023,VITAS,Computer Games,vitas.ps,Palestine,BlackCat,N/A,"1,05 TB","Confidential data (finances, passports, customer bases, reports, etc.)",Sample with screenshots of miscellaneous and PII documents,N/A
14-02-2023,DIETHELM KELLER AVIATION PTE LTD,Airlines and Aviation,diethelmkelleraviation.com,Singapore,Medusa,"$ 200,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,17th Feb 23
14-02-2023,HOSPITAL SERVICE SPA,Hospital,hshospitalservice.com,Italy,RansomHouse,N/A,50 GB,Confidential data,Sample with confidential data,N/A
14-02-2023,CHEMPARTNER,Pharmaceutical Manufacturing,chempartner.com,China,LockBit3.0,N/A,281 GB,"Company analytics, project information, reports, information on drug supplies",Sample with screenshots of miscellaneous documents,06th Mar 23
14-02-2023,TUCSON EYE CARE,Medical,tucsoneyecare.com,USA,LockBit3.0,N/A,"22,8 GB",Miscellaneous documents including PHI documents,Sample with screenshots of PHI documents,04th Mar 23
14-02-2023,VANDER KAAY,Finance,vanderkaay.com,USA,LockBit3.0,N/A,195 GB,Miscellaneous documents,Sample with screenshots of miscellaneous documents,06th Mar 23
14-02-2023,REVENTICS,Hospitals and Health Care,reventics.com,India,Royal,N/A,N/A,Miscellaneous documents,10% of the total amount exfiltrated,N/A
14-02-2023,DANA GROUP ASSOCIATES,Mental Health Care,dana-group.com,USA,LockBit3.0,N/A,N/A,Miscellaneous financial and PII documents,Sample with screenshots of miscellaneous financial and PII documents,05th Mar 23
14-02-2023,MANGALA GROUP,Food and Beverage,mangalagroup.com,India,LockBit3.0,N/A,"23,6 GB",Miscellaneous documents,Sample with screenshots of miscellaneous documents,06th Mar 23
14-02-2023,NON SON FASHION,Leisure & Recreation,nonson.com.vn,Vietnam,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII documents,05th Mar 23
14-02-2023,LAGAN SPECIALIST CONTRACTING,Construction,laganscg.com,Ireland,LockBit3.0,N/A,N/A,N/A,/,28th Feb 23
14-02-2023,MDS LOGISTICS,Truck transportation,mdstrucking.com,USA,LockBit3.0,N/A,N/A,N/A,/,27th Feb 23
14-02-2023,GREEK PEAK MOUNTAIN RESORT,Hospitality,greekpeak.net,USA,LockBit3.0,N/A,N/A,N/A,/,28th Feb 23
15-02-2023,PETROCHINA INDONESIA,Oil and Gas,petrochina.co.id,Indonesia,Medusa,"$ 400,000",N/A,Miscellaneous confidential and PII documents,Sample with screenshots of confidential and PII documents,22nd Feb 23
15-02-2023,MICROGAME SPA,Computer Games,microgame.it,Italy,Play,N/A,"4,16 GB","Private and personal confidential data, a lot of ID, credit cards, clients?",All data,15th Feb 23
15-02-2023,ALEXANDERCITY,Public Sector,alexandercityal.Public Sector,USA,Royal,N/A,N/A,Miscellaneous including financial and police documents,/,N/A
15-02-2023,BELTRAME GROUP,mining,gruppobeltrame.com,Italy,LockBit3.0,N/A,N/A,Miscellaneous sensitive documents,/,21st Feb 23
15-02-2023,DELALLO,Food,delallo.com,USA,Royal,N/A,13 GB,Miscellaneous including financial documents,30% of the total amount exfiltrated,N/A
15-02-2023,LEAL GROUP,Finance,lealgroup.mu,Mauritius,BlackCat,N/A,N/A,"Employees personal data, CVs, DL, SSN. Complete network map including",Sample with screenshots of PII documents,N/A
15-02-2023,ENERGIE POOL SCHWEIZ,Utilities,energie-pool.ch,Switzerland,Play,N/A,N/A,"Private and personal confidential data, IDs, passports, agreements, employee",/,20th Feb 23
15-02-2023,SRF LIMITED,chemical manufacturing,srf.com,India,LockBit3.0,N/A,N/A,N/A,/,01st Mar 23
15-02-2023,GRUPO ALBANESI,Semiconductor Manufacturing,albanesi.com.ar,Argentina,LockBit3.0,N/A,N/A,N/A,/,28th Feb 23
